Retail Price,Club Price (Anchor),20% Off Retail,$ Savings,Savings,0.95,REG PRICE
48.99,40.96,39.19200000000001,1.7679999999999936,0.04316406249999984,40.95,48.99
49.99,41.96,39.992000000000004,1.9679999999999964,0.0469018112488083,41.95,49.99
51.99,42.96,41.592000000000006,1.367999999999995,0.0318435754189943,42.95,51.99
52.99,43.96,42.392,1.5679999999999978,0.03566878980891715,43.95,52.99
53.99,44.96,43.19200000000001,1.7679999999999936,0.039323843416369963,44.95,53.99
55.99,45.96,44.792,1.1679999999999993,0.02541340295909485,45.95,55.99
56.99,46.96,45.592000000000006,1.367999999999995,0.02913117546848371,46.95,56.99
57.99,47.96,46.392,1.5679999999999978,0.03269391159299412,47.95,57.99
58.99,48.96,47.19200000000001,1.7679999999999936,0.036111111111110976,48.95,58.99
59.99,49.96,47.992000000000004,1.9679999999999964,0.039391513210568385,49.95,59.99
61.99,50.96,49.592000000000006,1.367999999999995,0.02684458398744103,50.95,61.99
62.99,51.96,50.392,1.5679999999999978,0.030177059276366394,51.95,62.99
63.99,52.96,51.19200000000001,1.7679999999999936,0.03338368580060411,52.95,63.99
64.99,53.96,51.992,1.9680000000000035,0.03647146034099339,53.95,64.99
65.99,54.96,52.792,2.1679999999999993,0.03944687045123725,54.95,65.99
67.99,55.96,54.391999999999996,1.568000000000005,0.02802001429592575,55.95,67.99
68.99,56.96,55.192,1.7680000000000007,0.03103932584269664,56.95,68.99
69.99,57.96,55.992,1.9680000000000035,0.033954451345755754,57.95,69.99
70.99,58.96,56.792,2.1679999999999993,0.03677069199457258,58.95,70.99
71.99,59.96,57.592,2.368000000000002,0.03949299533022018,59.95,71.99
73.99,60.96,59.192,1.7680000000000007,0.02900262467191602,60.95,73.99
74.99,61.96,59.992,1.9680000000000035,0.031762427372498445,61.95,74.99
75.99,62.96,60.792,2.1679999999999993,0.034434561626429466,62.95,75.99
76.99,63.96,61.592,2.368000000000002,0.03702313946216389,63.95,76.99
77.99,64.96,62.391999999999996,2.567999999999998,0.03953201970443347,64.95,77.99
79.99,65.96,63.992,1.9679999999999964,0.029836264402668233,65.95,79.99
80.99,66.96,64.792,2.167999999999992,0.03237753882915162,66.95,80.99
81.99,67.96,65.592,2.367999999999995,0.03484402589758675,67.94999999999999,81.99
82.99,68.96,66.392,2.567999999999998,0.037238979118329435,68.95,82.99
83.99,69.96,67.192,2.7680000000000007,0.039565465980560335,69.95,83.99
85.99,70.96,68.792,2.167999999999992,0.03055242390078907,70.94999999999999,85.99
86.99,71.96,69.592,2.367999999999995,0.032907170650361244,71.94999999999999,86.99
87.99,72.96,70.392,2.567999999999998,0.0351973684210526,72.95,87.99
88.99,73.96,71.192,2.7680000000000007,0.037425635478637115,73.94999999999999,88.99
89.99,74.96,71.992,2.9679999999999893,0.03959445037353241,74.95,89.99
91.99,75.96,73.592,2.367999999999995,0.031174302264349595,75.95,91.99
92.99,76.96,74.392,2.567999999999998,0.03336798336798334,76.95,92.99
93.99,77.96,75.192,2.7680000000000007,0.03550538737814265,77.95,93.99
94.99,78.96,75.992,2.9679999999999893,0.03758865248226937,78.95,94.99
95.99,79.96,76.792,3.167999999999992,0.03961980990495238,79.95,95.99
97.99,80.96,78.392,2.567999999999998,0.03171936758893278,80.94999999999999,97.99
98.99,81.96,79.19200000000001,2.7679999999999865,0.03377257198633463,81.94999999999999,98.99
99.99,82.96,79.992,2.9679999999999893,0.03577627772420431,82.95,99.99
100.99,83.96,80.792,3.167999999999992,0.03773225345402564,83.94999999999999,100.99
101.99,84.96,81.592,3.367999999999995,0.03964218455743874,84.94999999999999,101.99
103.99,85.96,83.19200000000001,2.7679999999999865,0.032201023731968204,85.94999999999999,103.99
104.99,86.96,83.992,2.9679999999999893,0.0341306347746089,86.94999999999999,104.99
105.99,87.96,84.792,3.167999999999992,0.03601637107776253,87.95,105.99
106.99,88.96,85.592,3.367999999999995,0.037859712230215774,88.95,106.99
107.99,89.96,86.392,3.567999999999998,0.03966207203201421,89.95,107.99
109.99,90.96,87.992,2.9679999999999893,0.03262972735268238,90.95,109.99
110.99,91.96,88.792,3.167999999999992,0.034449760765550154,91.95,110.99
111.99,92.96,89.592,3.367999999999995,0.03623063683304642,92.94999999999999,111.99
112.99,93.96,90.392,3.567999999999998,0.037973605789697724,93.95,112.99
113.99,94.96,91.19200000000001,3.7679999999999865,0.039679865206402556,94.94999999999999,113.99
115.99,95.96,92.792,3.167999999999992,0.03301375573155473,95.94999999999999,115.99
116.99,96.96,93.592,3.367999999999995,0.034735973597359686,96.94999999999999,116.99
117.99,97.96,94.392,3.567999999999998,0.036423029808084914,97.95,117.99
118.99,98.96,95.19200000000001,3.7679999999999865,0.038075990299110615,98.95,118.99
119.99,99.96,95.992,3.9679999999999893,0.03969587835134043,99.94999999999999,119.99
121.99,100.96,97.592,3.367999999999995,0.033359746434231334,100.95,121.99
122.99,101.96,98.392,3.567999999999998,0.03499411533934874,101.94999999999999,122.99
123.99,102.96,99.19200000000001,3.7679999999999865,0.03659673659673647,102.94999999999999,123.99
124.99,103.96,99.992,3.9679999999999893,0.03816852635629078,103.94999999999999,124.99
125.99,104.96,100.792,4.167999999999992,0.03971036585365846,104.94999999999999,125.99
127.99,105.96,102.392,3.567999999999998,0.033673084182710436,105.94999999999999,127.99
128.99,106.96,103.19200000000001,3.7679999999999865,0.03522812266267751,106.94999999999999,128.99
129.99,107.96,103.99200000000002,3.967999999999975,0.03675435346424579,107.94999999999999,129.99
130.99,108.96,104.79200000000002,4.167999999999978,0.03825256975036691,108.94999999999999,130.99
131.99,109.96,105.59200000000001,4.367999999999981,0.03972353583121118,109.95,131.99
133.99,110.96,107.19200000000001,3.7679999999999865,0.033958183129055394,110.94999999999999,133.99
134.99,111.96,107.99200000000002,3.967999999999975,0.03544122901036062,111.94999999999999,134.99
135.99,112.96,108.79200000000002,4.167999999999978,0.036898016997166945,112.94999999999999,135.99
136.99,113.96,109.59200000000001,4.367999999999981,0.038329238329238166,113.94999999999999,136.99
137.99,114.96,110.39200000000001,4.567999999999984,0.03973556019485024,114.94999999999999,137.99
139.99,115.96,111.99200000000002,3.967999999999975,0.034218696102103964,115.94999999999999,139.99
140.99,116.96,112.79200000000002,4.167999999999978,0.03563611491108053,116.94999999999999,140.99
141.99,117.96,113.59200000000001,4.367999999999981,0.03702950152594084,117.94999999999999,141.99
142.99,118.96,114.39200000000001,4.567999999999984,0.03839946200403484,118.94999999999999,142.99
143.99,119.96,115.19200000000001,4.7679999999999865,0.03974658219406458,119.94999999999999,143.99
145.99,120.96,116.79200000000002,4.167999999999978,0.03445767195767178,120.94999999999999,145.99
146.99,121.96,117.59200000000001,4.367999999999981,0.03581502131846492,121.94999999999999,146.99
147.99,122.96,118.39200000000001,4.567999999999984,0.0371502927781391,122.94999999999999,147.99
148.99,123.96,119.19200000000001,4.7679999999999865,0.03846402065182306,123.94999999999999,148.99
149.99,124.96,119.99200000000002,4.967999999999975,0.03975672215108815,124.94999999999999,149.99
151.99,125.96,121.59200000000001,4.367999999999981,0.03467767545252446,125.94999999999999,151.99
152.99,126.96,122.39200000000001,4.567999999999984,0.03597983616887196,126.94999999999999,152.99
153.99,127.96,123.19200000000001,4.7679999999999865,0.03726164426383234,127.94999999999999,153.99
154.99,128.96,123.99200000000002,4.967999999999989,0.03852357320099247,128.95000000000002,154.99
155.99,129.96,124.79200000000002,5.167999999999992,0.03976608187134496,129.95000000000002,155.99
157.99,130.96,126.39200000000001,4.567999999999998,0.03488087965791079,130.95000000000002,157.99
158.99,131.96,127.19200000000001,4.768000000000001,0.03613216126098818,131.95,158.99
159.99,132.96,127.99200000000002,4.967999999999989,0.03736462093862808,132.95000000000002,159.99
160.99,133.96,128.792,5.168000000000006,0.03857868020304573,133.95000000000002,160.99
161.99,134.96,129.592,5.367999999999995,0.03977474807350322,134.95000000000002,161.99
163.99,135.96,131.192,4.768000000000001,0.03506913798175934,135.95000000000002,163.99
164.99,136.96,131.99200000000002,4.967999999999989,0.03627336448598123,136.95000000000002,164.99
165.99,137.96,132.792,5.168000000000006,0.03746013337199192,137.95,165.99
166.99,138.96,133.592,5.367999999999995,0.038629821531375896,138.95000000000002,166.99
167.99,139.96,134.39200000000002,5.567999999999984,0.03978279508430969,139.95000000000002,167.99
169.99,140.96,135.99200000000002,4.967999999999989,0.03524404086265599,140.95000000000002,169.99
170.99,141.96,136.792,5.168000000000006,0.036404621020005676,141.95000000000002,170.99
171.99,142.96,137.592,5.367999999999995,0.03754896474538329,142.95000000000002,171.99
172.99,143.96,138.39200000000002,5.567999999999984,0.03867741039177538,143.95,172.99
173.99,144.96,139.192,5.768000000000001,0.03979028697571744,144.95000000000002,173.99
175.99,145.96,140.792,5.168000000000006,0.035406960811181186,145.95000000000002,175.99
176.99,146.96,141.592,5.367999999999995,0.0365269461077844,146.95,176.99
177.99,147.96,142.39200000000002,5.567999999999984,0.037631792376317814,147.95000000000002,177.99
178.99,148.96,143.192,5.768000000000001,0.0387218045112782,148.95000000000002,178.99
179.99,149.96,143.99200000000002,5.967999999999989,0.03979727927447312,149.95,179.99
181.99,150.96,145.592,5.367999999999995,0.035559088500264936,150.95000000000002,181.99
182.99,151.96,146.39200000000002,5.567999999999984,0.03664122137404569,151.95000000000002,182.99
183.99,152.96,147.192,5.768000000000001,0.037709205020920504,152.95000000000002,183.99
184.99,153.96,147.99200000000002,5.967999999999989,0.0387633151467913,153.95,184.99
185.99,154.96,148.792,6.168000000000006,0.03980382034073313,154.95000000000002,185.99
187.99,155.96,150.39200000000002,5.567999999999984,0.035701461913311,155.95000000000002,187.99
188.99,156.96,151.192,5.768000000000001,0.036748216106014274,156.95000000000002,188.99
189.99,157.96,151.99200000000002,5.967999999999989,0.03778171689035192,157.95000000000002,189.99
190.99,158.96,152.792,6.168000000000006,0.03880221439355817,158.95000000000002,190.99
191.99,159.96,153.592,6.367999999999995,0.039809952488122,159.95000000000002,191.99
193.99,160.96,155.192,5.768000000000001,0.03583499005964215,160.95,193.99
194.99,161.96,155.99200000000002,5.967999999999989,0.036848604593726776,161.95000000000002,194.99
195.99,162.96,156.79200000000003,6.167999999999978,0.037849779086892354,162.95000000000002,195.99
196.99,163.96,157.592,6.367999999999995,0.03883874115637957,163.95000000000002,196.99
197.99,164.96,158.39200000000002,6.567999999999984,0.03981571290009689,164.95,197.99
199.99,165.96,159.99200000000002,5.967999999999989,0.03596047240298861,165.95000000000002,199.99
200.99,166.96,160.79200000000003,6.167999999999978,0.03694298035457581,166.95000000000002,200.99
201.99,167.96,161.592,6.367999999999995,0.0379137889973803,167.95000000000002,201.99
202.99,168.96,162.39200000000002,6.567999999999984,0.03887310606060596,168.95000000000002,202.99
203.99,169.96,163.192,6.768000000000001,0.03982113438456108,169.95000000000002,203.99
205.99,170.96,164.79200000000003,6.167999999999978,0.03607861488067371,170.95000000000002,205.99
206.99,171.96,165.592,6.367999999999995,0.03703186787625026,171.95000000000002,206.99
207.99,172.96,166.39200000000002,6.567999999999984,0.0379740980573542,172.95000000000002,207.99
208.99,173.96,167.192,6.768000000000001,0.03890549551621063,173.95000000000002,208.99
209.99,174.96,167.99200000000002,6.967999999999989,0.03982624599908544,174.95000000000002,209.99
211.99,175.96,169.592,6.367999999999995,0.036190043191634436,175.95000000000002,211.99
212.99,176.96,170.39200000000002,6.567999999999984,0.03711573236889683,176.95000000000002,212.99
213.99,177.96,171.192,6.768000000000001,0.03803101820633851,177.95000000000002,213.99
214.99,178.96,171.99200000000002,6.967999999999989,0.03893607510058107,178.95000000000002,214.99
215.99,179.96,172.79200000000003,7.167999999999978,0.03983107357190474,179.95000000000002,215.99
217.99,180.96,174.39200000000002,6.567999999999984,0.036295313881520685,180.95,217.99
218.99,181.96,175.192,6.768000000000001,0.03719498790943065,181.95,218.99
219.99,182.96,175.99200000000002,6.967999999999989,0.038084827284652324,182.95,219.99
220.99,183.96,176.79200000000003,7.167999999999978,0.0389649923896498,183.95,220.99
221.99,184.96,177.592,7.367999999999995,0.039835640138408276,184.95,221.99
223.99,185.96,179.192,6.768000000000001,0.036394923639492364,185.95,223.99
224.99,186.96,179.99200000000002,6.967999999999989,0.0372700042789901,186.95,224.99
225.99,187.96,180.79200000000003,7.167999999999978,0.03813577356884432,187.95,225.99
226.99,188.96,181.592,7.367999999999995,0.038992379339542735,188.95,226.99
227.99,189.96,182.39200000000002,7.567999999999984,0.03983996630869648,189.95,227.99
229.99,190.96,183.99200000000002,6.967999999999989,0.036489317134478366,190.95,229.99
230.99,191.96,184.79200000000003,7.167999999999978,0.03734111273181901,191.95,230.99
231.99,192.96,185.592,7.367999999999995,0.03818407960199002,192.95,231.99
232.99,193.96,186.39200000000002,7.567999999999984,0.039018354299855555,193.95,232.99
233.99,194.96,187.192,7.768000000000001,0.03984407057858022,194.95,233.99
235.99,195.96,188.79200000000003,7.167999999999978,0.03657889365176555,195.95,235.99
236.99,196.96,189.592,7.367999999999995,0.03740861088545895,196.95,236.99
237.99,197.96,190.39200000000002,7.567999999999984,0.03822994544352386,197.95,237.99
238.99,198.96,191.192,7.768000000000001,0.039043023723361485,198.95,238.99
239.99,199.96,191.99200000000002,7.967999999999989,0.03984796959391873,199.95,239.99
240.99,200.96,192.79200000000003,8.167999999999978,0.04064490445859861,200.95000000000002,240.99
241.99,201.96,193.592,8.367999999999995,0.04143394731630023,201.95000000000002,241.99
243.99,202.96,195.192,7.768000000000001,0.038273551438707136,202.95000000000002,243.99
244.99,203.96,195.99200000000002,7.967999999999989,0.03906648362423999,203.95000000000002,244.99
245.99,204.96,196.79200000000003,8.167999999999978,0.03985167837626843,204.95000000000002,245.99
246.99,205.96,197.592,8.367999999999995,0.04062924839774711,205.95000000000002,246.99
247.99,206.96,198.39200000000002,8.567999999999984,0.04139930421337448,206.95000000000002,247.99
249.99,207.96,199.99200000000002,7.967999999999989,0.03831506058857467,207.95000000000002,249.99
250.99,208.96,200.79200000000003,8.167999999999978,0.03908882082695242,208.95000000000002,250.99
251.99,209.96,201.592,8.367999999999995,0.03985521051628879,209.95000000000002,251.99
252.99,210.96,202.39200000000002,8.567999999999984,0.04061433447098968,210.95000000000002,252.99
253.99,211.96,203.192,8.768,0.04136629552745801,211.95000000000002,253.99
255.99,212.96,204.79200000000003,8.167999999999978,0.03835462058602544,212.95000000000002,255.99
256.99,213.96,205.592,8.367999999999995,0.03911011404000745,213.95000000000002,256.99
257.99,214.96,206.39200000000002,8.567999999999984,0.03985857834015623,214.95000000000002,257.99
258.99,215.96,207.192,8.768,0.040600111131691055,215.95000000000002,258.99
259.99,216.96,207.99200000000002,8.96799999999999,0.04133480825958697,216.95000000000002,259.99
261.99,217.96,209.592,8.367999999999995,0.0383923655716645,217.95000000000002,261.99
262.99,218.96,210.39200000000002,8.567999999999984,0.03913043478260862,218.95000000000002,262.99
263.99,219.96,211.192,8.768,0.03986179305328242,219.95,263.99
264.99,220.96,211.99200000000002,8.96799999999999,0.04058653149891378,220.95000000000002,264.99
265.99,221.96,212.79200000000003,9.167999999999978,0.04130473959271931,221.95000000000002,265.99
267.99,222.96,214.39200000000002,8.567999999999984,0.03842841765339067,222.95000000000002,267.99
268.99,223.96,215.192,8.768,0.03914984818717628,223.95000000000002,268.99
269.99,224.96,215.99200000000002,8.96799999999999,0.03986486486486482,224.95000000000002,269.99
270.99,225.96,216.79200000000003,9.167999999999978,0.04057355284121073,225.95000000000002,270.99
271.99,226.96,217.592,9.367999999999995,0.04127599577017974,226.95000000000002,271.99
273.99,227.96,219.192,8.768,0.03846288822600456,227.95000000000002,273.99
274.99,228.96,219.99200000000002,8.96799999999999,0.03916841369671554,228.95000000000002,274.99
275.99,229.96,220.79200000000003,9.167999999999978,0.03986780309619054,229.95000000000002,275.99
276.99,230.96,221.592,9.367999999999995,0.04056113612746794,230.95000000000002,276.99
277.99,231.96,222.39200000000002,9.567999999999984,0.041248491119158404,231.95000000000002,277.99
279.99,232.96,223.99200000000002,8.96799999999999,0.038495879120879074,232.95000000000002,279.99
280.99,233.96,224.79200000000003,9.167999999999978,0.03918618567276448,233.95000000000002,280.99
281.99,234.96,225.592,9.367999999999995,0.03987061627511063,234.95000000000002,281.99
282.99,235.96,226.39200000000002,9.567999999999984,0.04054924563485329,235.95000000000002,282.99
283.99,236.96,227.192,9.768,0.0412221471978393,236.95000000000002,283.99
285.99,237.96,228.79200000000003,9.167999999999978,0.03852748361069078,237.95000000000002,285.99
286.99,238.96,229.592,9.367999999999995,0.039203213927017054,238.95000000000002,286.99
287.99,239.96,230.39200000000002,9.567999999999984,0.03987331221870305,239.95000000000002,287.99
288.99,240.96,231.192,9.768,0.040537848605577693,240.95000000000002,288.99
289.99,241.96,231.99200000000002,9.96799999999999,0.0411968920482724,241.95000000000002,289.99
291.99,242.96,233.592,9.367999999999995,0.03855778729008888,242.95000000000002,291.99
292.99,243.96,234.39200000000002,9.567999999999984,0.03921954418757166,243.95000000000002,292.99
293.99,244.96,235.192,9.768,0.0398758981058132,244.95000000000002,293.99
294.99,245.96,235.99200000000002,9.96799999999999,0.04052691494551955,245.95000000000002,294.99
295.99,246.96,236.79200000000003,10.167999999999978,0.04117265954000639,246.95000000000002,295.99
297.99,247.96,238.39200000000002,9.567999999999984,0.03858686884981442,247.95000000000002,297.99
298.99,248.96,239.192,9.768,0.03923521850899743,248.95000000000002,298.99
299.99,249.96,239.99200000000002,9.96799999999999,0.0398783805408865,249.95000000000002,299.99
300.99,250.96,240.79200000000003,10.167999999999978,0.04051641695887782,250.95000000000002,300.99
301.99,251.96,241.592,10.367999999999995,0.0411493887918717,251.95000000000002,301.99
303.99,252.96,243.192,9.768,0.03861480075901329,252.95000000000002,303.99
304.99,253.96,243.99200000000002,9.96799999999999,0.03925027563395806,253.95000000000002,304.99
305.99,254.96,244.79200000000003,10.167999999999978,0.039880765610291725,254.95000000000002,305.99
306.99,255.96,245.592,10.367999999999995,0.04050632911392403,255.95000000000002,306.99
307.99,256.96,246.39200000000002,10.567999999999955,0.041127023661270065,256.95,307.99
309.99,257.96,247.99200000000002,9.967999999999961,0.03864164986819647,257.95,309.99
310.99,258.96,248.79200000000003,10.16799999999995,0.039264751312943894,258.95,310.99
311.99,259.96,249.592,10.367999999999967,0.03988305893214328,259.95,311.99
312.99,260.96,250.39200000000002,10.567999999999955,0.04049662783568346,260.95,312.99
313.99,261.96,251.192,10.767999999999972,0.04110551229195287,261.95,313.99
315.99,262.96,252.79200000000003,10.16799999999995,0.038667477943413256,262.95,315.99
316.99,263.96,253.592,10.367999999999967,0.03927867858766467,263.95,316.99
317.99,264.96,254.39200000000002,10.567999999999955,0.039885265700482925,264.95,317.99
318.99,265.96,255.192,10.767999999999972,0.04048729132200321,265.95,318.99
319.99,266.96,255.99200000000002,10.967999999999961,0.04108480671261598,266.95,319.99
321.99,267.96,257.59200000000004,10.367999999999938,0.03869234214061777,267.95,321.99
322.99,268.96,258.392,10.567999999999984,0.03929208804283159,268.95,322.99
323.99,269.96,259.192,10.767999999999972,0.039887390724551684,269.95,323.99
324.99,270.96,259.992,10.967999999999961,0.040478299379982145,270.95,324.99
325.99,271.96,260.79200000000003,11.16799999999995,0.041064862479776254,271.95,325.99
327.99,272.96,262.392,10.567999999999984,0.03871629542790147,272.95,327.99
328.99,273.96,263.192,10.767999999999972,0.0393050080303693,273.95,328.99
329.99,274.96,263.992,10.967999999999961,0.03988943846377641,274.95,329.99
330.99,275.96,264.79200000000003,11.16799999999995,0.04046963328018535,275.95,330.99
331.99,276.96,265.59200000000004,11.367999999999938,0.041045638359329645,276.95,331.99
333.99,277.96,267.192,10.767999999999972,0.03873938696215273,277.95,333.99
334.99,278.96,267.992,10.967999999999961,0.039317464869515206,278.95,334.99
335.99,279.96,268.79200000000003,11.16799999999995,0.03989141305900825,279.95,335.99
336.99,280.96,269.59200000000004,11.367999999999938,0.040461275626423474,280.95,336.99
337.99,281.96,270.392,11.567999999999984,0.041027096041991715,281.95,337.99
339.99,282.96,271.992,10.967999999999961,0.03876166242578443,282.95,339.99
340.99,283.96,272.79200000000003,11.16799999999995,0.0393294830257781,283.95,340.99
341.99,284.96,273.59200000000004,11.367999999999938,0.03989331836047143,284.95,341.99
342.99,285.96,274.392,11.567999999999984,0.04045321023919424,285.95,342.99
343.99,286.96,275.192,11.767999999999972,0.04100919988848611,286.95,343.99
345.99,287.96,276.79200000000003,11.16799999999995,0.03878316432837877,287.95,345.99
346.99,288.96,277.59200000000004,11.367999999999938,0.03934108527131762,288.95,346.99
347.99,289.96,278.392,11.567999999999984,0.039895157952821024,289.95,347.99
348.99,290.96,279.192,11.767999999999972,0.04044542205114096,290.95,348.99
349.99,291.96,279.992,11.967999999999961,0.040991916700917806,291.95,349.99
351.99,292.96,281.59200000000004,11.367999999999938,0.03880393227744381,292.95,351.99
352.99,293.96,282.392,11.567999999999984,0.03935229282895627,293.95,352.99
353.99,294.96,283.192,11.767999999999972,0.03989693517765112,294.95,353.99
354.99,295.96,283.992,11.967999999999961,0.04043789701310975,295.95,354.99
355.99,296.96,284.79200000000003,12.16799999999995,0.04097521551724121,296.95,355.99
357.99,297.96,286.392,11.567999999999984,0.03882400322190893,297.95,357.99
358.99,298.96,287.192,11.767999999999972,0.039363125501739274,298.95,358.99
359.99,299.96,287.992,11.967999999999961,0.0398986531537537,299.95,359.99
360.99,300.96,288.79200000000003,12.16799999999995,0.04043062200956921,300.95,360.99
361.99,301.96,289.59200000000004,12.367999999999938,0.04095906742614896,301.95,361.99
363.99,302.96,291.192,11.767999999999972,0.0388434116715077,302.95,363.99
364.99,303.96,291.992,11.967999999999961,0.03937360178970905,303.95,364.99
365.99,304.96,292.79200000000003,12.16799999999995,0.039900314795382835,304.95,365.99
366.99,305.96,293.59200000000004,12.367999999999938,0.04042358478232429,305.95,366.99
367.99,306.96,294.392,12.567999999999984,0.04094344540005208,306.95,367.99
369.99,307.96,295.992,11.967999999999961,0.038862189894791406,307.95,369.99
370.99,308.96,296.79200000000003,12.16799999999995,0.03938373899533904,308.95,370.99
371.99,309.96,297.59200000000004,12.367999999999938,0.0399019228287519,309.95,371.99
372.99,310.96,298.392,12.567999999999984,0.040416773861589865,310.95,372.99
373.99,311.96,299.192,12.767999999999972,0.04092832414412095,311.95,373.99
375.99,312.96,300.79200000000003,12.16799999999995,0.03888036809815935,312.95,375.99
376.99,313.96,301.59200000000004,12.367999999999938,0.03939355331889393,313.95,376.99
377.99,314.96,302.392,12.567999999999984,0.03990347980695957,314.95,377.99
378.99,315.96,303.192,12.767999999999972,0.040410178503607966,315.95,378.99
379.99,316.96,303.992,12.967999999999961,0.040913679959616235,316.95,379.99
381.99,317.96,305.59200000000004,12.367999999999938,0.0388979745879983,317.95,381.99
382.99,318.96,306.392,12.567999999999984,0.03940305994482062,318.95,382.99
383.99,319.96,307.192,12.767999999999972,0.03990498812351535,319.95,383.99
384.99,320.96,307.992,12.967999999999961,0.04040378863409759,320.95,384.99
385.99,321.96,308.79200000000003,13.16799999999995,0.040899490619952635,321.95,385.99
387.99,322.96,310.39200000000005,12.567999999999927,0.038915035917760486,322.95,387.99
388.99,323.96,311.192,12.767999999999972,0.0394122731201382,323.95,388.99
389.99,324.96,311.992,12.967999999999961,0.0399064500246183,324.95,389.99
390.99,325.96,312.79200000000003,13.16799999999995,0.040397594796907445,325.95,390.99
391.99,326.96,313.59200000000004,13.367999999999938,0.04088573525813537,326.95,391.99
393.99,327.96,315.192,12.767999999999972,0.038931577021587914,327.95,393.99
394.99,328.96,315.992,12.967999999999961,0.039421206225680815,328.95,394.99
395.99,329.96,316.79200000000003,13.16799999999995,0.039907867620317464,329.95,395.99
396.99,330.96,317.59200000000004,13.367999999999938,0.04039158810732396,330.95,396.99
397.99,331.96,318.39200000000005,13.567999999999927,0.040872394264368984,331.95,397.99
399.99,332.96,319.992,12.967999999999961,0.03894762133589609,332.95,399.99
400.99,333.96,320.79200000000003,13.16799999999995,0.039429871840938886,333.95,400.99
401.99,334.96,321.59200000000004,13.367999999999938,0.03990924289467381,334.95,401.99
402.99,335.96,322.39200000000005,13.567999999999927,0.04038576020954854,335.95,402.99
403.99,336.96,323.192,13.767999999999972,0.04085944919278245,336.95,403.99
405.99,337.96,324.79200000000003,13.16799999999995,0.038963190910166735,337.95,405.99
406.99,338.96,325.59200000000004,13.367999999999938,0.03943828180316244,338.95,406.99
407.99,339.96,326.39200000000005,13.567999999999927,0.03991057771502508,339.95,407.99
408.99,340.96,327.192,13.767999999999972,0.040380103237916395,340.95,408.99
409.99,341.96,327.992,13.967999999999961,0.0408468826763363,341.95,409.99
411.99,342.96,329.59200000000004,13.367999999999938,0.03897830650804741,342.95,411.99
